num_critic_for_reviews,duration,director_facebook_likes,lead_actor_facebook_likes,gross,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,num_user_for_reviews,budget,title_year,aspect_ratio,movie_facebook_likes,imdb_score_high
78,94,383,4000,58297830,86347,6017,1,191,5.00E+07,1997,2.35,0,1
129,97,29,15000,48237389,63969,18789,1,126,2.50E+07,2008,2.35,0,0
171,92,255,26000,25296447,237248,27572,0,460,2.10E+07,2002,2.35,0,0
226,106,44,33000,5949693,114762,34351,1,299,1.20E+07,2007,1.85,19000,1
223,120,365,887,76600000,105448,3876,0,321,10700000,1982,2.35,11000,1
260,107,0,2000,7268659,59248,2848,7,164,2.00E+07,2013,1.85,48000,0
75,95,5,1000,13558739,15427,2729,0,121,1.10E+07,2001,1.85,449,0
54,122,4,25,713413,9171,48,1,68,4500000,1997,1.85,689,1
84,87,10,13000,53715611,92106,14574,1,171,6.30E+07,1988,2.35,2000,0
290,108,13000,606,32000000,422432,1885,2,1040,806947,1960,1.85,18000,1
85,103,27,1000,28435406,37681,4441,2,151,1.20E+07,2006,1.85,0,0
280,159,0,10000,55637680,227071,11424,1,1500,6.50E+07,1999,1.66,10000,1
22,106,8,611,115504,4820,1739,2,26,1.40E+07,2008,2.35,0,0
258,117,258,2000,43290977,75201,7053,1,256,8.00E+07,2010,2.35,0,0
50,92,737,718,14891000,15088,2240,3,105,7.00E+06,1996,1.85,824,0
160,99,52,22000,8855646,49855,23409,1,117,2.10E+07,2009,2.35,10000,1
112,97,25,517,3629758,44151,745,0,110,5500000,2004,2.35,0,1
214,135,353,1000,7563397,533200,1211,0,749,3300000,2002,1.85,28000,1
169,103,2,2000,9013113,36321,3192,2,230,1.00E+06,2005,1.85,0,1
119,108,54,12000,1339152,28276,30230,1,64,81200000,2015,2.35,31000,1
104,109,128,11000,13491653,23728,14995,0,213,1.80E+07,2001,2.35,813,0
60,122,380,18000,26830000,101888,32930,3,365,1.80E+07,1989,1.85,0,1
351,111,34,838,38317535,73249,995,1,212,1.10E+07,2015,1.85,36000,1
124,131,274,11000,42044321,65668,12522,2,342,8.00E+07,2004,1.85,0,0
60,85,0,324,4091,4265,369,0,16,3.40E+07,2013,2.35,0,0
83,104,18,1000,10106233,12702,5190,0,32,8.00E+06,2011,1.85,0,0
146,95,21,12000,84037039,72591,15237,0,289,1.20E+08,2001,2.35,0,0
313,105,0,539,50549107,99035,1411,3,289,6.00E+07,2014,2.35,17000,0
250,154,0,2000,85200000,488537,4228,1,1076,18500000,1986,1.85,18000,1
59,106,835,1000,21200000,34774,3598,0,162,2.00E+07,1995,1.85,1000,0
152,89,266,12000,169692572,56501,26839,0,97,8.00E+07,2015,1.85,16000,0
22,86,15,2,111300,575,2,0,6,225000,2012,2.35,801,1
360,136,163,394,38509342,61995,712,7,356,7.50E+07,2012,2.35,33000,0
138,105,43,22000,1796024,34985,37766,1,135,2.20E+07,2010,2.35,0,0
37,97,151,1000,78030,1034,3021,2,10,2.00E+05,2012,2.35,569,0
107,105,65,628,16991902,34592,1265,0,191,5.70E+07,2001,2.35,0,0
85,220,0,13000,15527125,11388,15006,2,183,5.70E+07,2000,2.35,652,0
186,127,12000,984,10137232,58015,5702,0,374,5.00E+07,2005,2.35,0,0
170,101,96,713,60443237,76882,1852,0,106,2.50E+07,2012,2.35,29000,0
179,93,0,13000,17096053,134458,15716,2,640,9.00E+06,1998,2.35,5000,1
10,92,22,2,2119994,1153,2,0,15,1.90E+07,1993,1.85,238,0
59,115,333,972,10556196,16562,2606,2,73,5.00E+07,1997,2.35,697,0
68,125,438,18000,77324422,178731,33865,2,261,2.60E+07,1993,1.85,0,1
160,90,31,193,26421314,28964,608,0,457,1.50E+07,2000,1.85,949,0
273,97,31,918,82163317,89101,4692,0,885,3.00E+07,2003,2.35,3000,0
261,129,102,768,255950375,223127,3389,0,420,2.90E+07,2009,1.85,38000,1
54,91,38,17000,16702864,8023,18711,0,49,1.80E+07,2004,1.85,591,0
511,172,670,15000,27098580,284825,22686,5,828,1.02E+08,2012,2.35,124000,1
33,74,0,886,6491350,1231,5139,0,26,1.00E+07,2004,1.85,49,0
217,105,38,12000,66637,29608,14462,0,92,6500000,2009,2.35,0,1
224,95,17,838,76137505,49207,3697,0,174,5.50E+07,2014,2.35,30000,1
15,113,300,1000,2832826,1761,3072,2,19,1.10E+07,1995,1.85,174,0
224,97,12,788,1818681,74435,2486,1,224,7300000,2009,2.35,0,1
391,108,655,24000,83813460,270238,35209,0,452,2.50E+07,2009,1.85,19000,1
253,105,154,884,80050171,186982,2288,0,491,2.00E+07,2007,1.85,0,0
68,120,0,49000,4956401,12601,51657,2,89,1.50E+07,1999,1.85,0,0
107,83,28,4000,84303558,65270,6081,1,100,8.50E+07,2006,1.85,863,0
98,90,176,677,72601713,21396,2055,1,155,5.10E+07,2006,1.85,605,0
111,251,0,22000,5300000,221000,24719,8,495,3.00E+07,1984,1.85,12000,1
159,150,0,11000,100853835,200556,12289,2,611,9.00E+07,1997,2.35,15000,1
111,93,16,567,4919896,21530,1775,1,159,1.30E+07,2001,2.35,618,0
116,103,84,12000,37035515,34597,23864,1,194,4.30E+07,2000,1.37,0,0
62,117,160,718,14348123,9323,1148,6,157,1.20E+07,1999,1.85,970,0
41,113,0,2000,55184721,9811,6510,8,100,1.50E+07,2007,1.85,1000,0
242,132,0,366,59035104,244566,1112,1,597,6.60E+07,2004,1.85,0,0
78,111,62,89,94596,6318,115,0,50,1.00E+06,1997,1.85,817,1
77,155,14000,12000,44175394,56509,37570,2,227,3.60E+07,1997,1.85,0,1
40,98,7,289,95016,11074,362,0,56,2700000,2004,1.85,442,1
39,96,5,766,196067,1966,1251,3,25,7.00E+06,2002,1.85,97,0
84,123,98,2000,36581633,52533,3994,1,235,2.10E+07,2007,1.85,10000,1
79,121,101,673,48068396,60573,2027,0,248,1.60E+08,1997,2.35,894,0
149,114,0,548,6592103,28584,1005,1,232,3.50E+07,2002,1.85,675,0
155,138,610,12000,112225777,283967,17087,0,535,8.00E+07,1997,2.35,11000,1
148,104,16,1000,37481242,40654,3356,0,97,3.50E+07,2010,2.35,0,0
98,129,88,22000,48814909,89424,36069,0,224,3.20E+07,2000,2.35,0,1
34,115,88,1000,43490057,5275,4737,6,30,7500000,1997,1.85,508,0
120,100,164,18000,10725228,75675,32288,1,365,12500000,1992,2.35,0,1
169,80,10,11000,77413017,45984,11218,0,331,8.00E+06,2005,1.85,0,1
99,145,317,876,13038660,16995,1282,1,163,2.50E+07,1999,1.85,0,1
97,107,460,14000,871527,14982,16090,2,128,2.50E+07,2005,2.35,507,0
341,130,22000,23000,53082743,844052,63986,1,1100,4.00E+07,2006,2.35,49000,1
432,133,663,10000,209364921,365104,21768,3,512,1.45E+08,2011,2.35,35000,1
232,104,335,114,1487477,47097,206,0,310,4200000,2004,1.85,0,0
81,95,101,2000,13596911,25572,3734,0,123,7.00E+07,2001,2.35,2000,0
111,88,82,869,14174654,74945,2857,0,359,2.50E+07,2008,1.85,0,0
96,128,608,49000,95860116,277451,51609,0,491,16400000,1989,1.85,23000,1
50,84,378,925,2892582,22697,3559,0,202,4.00E+06,1996,1.85,0,1
153,155,0,3000,26384919,189032,3677,15,560,1.50E+07,1997,2.35,0,1
362,107,563,40000,123207194,183208,43291,0,337,1.35E+08,2011,2.35,26000,1
82,123,12000,18000,91400000,81026,30132,0,194,5.30E+07,1995,2.35,0,1
133,93,187,631,197148,18109,1176,0,150,7500000,2003,2.35,0,0
434,138,0,12000,101160529,200022,32355,2,1240,1.25E+08,2014,1.85,71000,0
64,112,309,27,57504069,94139,106,2,183,6.00E+06,1991,1.85,0,1
94,119,7,18000,25178165,70292,29484,1,274,4.00E+07,2001,1.85,8000,0
62,89,7,186,32333860,29843,407,1,81,7500000,1995,2.35,0,0
25,100,15,694,26539321,7984,2486,1,42,1.30E+07,1996,1.85,833,0
122,91,11,1000,45857453,82232,2323,3,174,3500000,1997,1.85,0,1
57,90,32,1000,35231365,15517,6299,0,85,6.00E+07,2000,1.85,500,0
141,112,105,18000,317125,23334,25269,0,87,1.60E+07,2013,2.35,0,0
136,111,197,433,71844424,33158,679,0,223,6.00E+07,2009,1.78,0,1
201,128,395,283,15797907,68119,904,0,230,2.00E+07,2007,2.35,0,1
85,85,14,577,26096584,30651,1653,0,267,1.90E+07,2003,1.37,1000,0
310,124,14000,22000,133382309,256695,34817,0,871,1.50E+08,2006,2.35,0,0
327,100,129,23000,34963967,270441,39807,2,378,8.00E+06,2011,1.85,40000,1
120,91,42,49000,43792641,32157,52566,3,119,3.50E+07,2007,2.35,913,0
218,109,101,13000,86208010,97045,16179,1,285,3.50E+07,2014,1.85,55000,0
209,157,0,14000,28965197,133526,18216,1,521,6.80E+07,1999,2.35,0,1
79,102,117,393,1430185,7314,446,0,55,2.00E+06,2007,1.85,0,1
84,53,141,141,274661,10564,313,0,40,1.00E+06,2007,1.85,0,1
419,133,152,22000,75605492,283563,53094,1,312,5.00E+07,2011,1.85,27000,1
252,121,162,1000,17605861,145580,1184,1,351,6.00E+06,2006,2.35,0,1
180,122,529,820,54235441,52894,1484,3,185,2.20E+07,2014,2.35,55000,1
123,109,309,1000,74484168,109894,2740,3,340,4.50E+07,2005,2.35,0,0
411,110,301,1000,48056940,155153,2239,0,524,3.00E+06,2012,2.35,58000,0
140,96,474,1000,32131483,25870,2212,0,369,1.10E+07,2003,2.35,2000,0
27,90,6,3000,124720,1560,4987,0,15,5.00E+06,2008,1.85,777,1
21,81,467,467,5228617,2770,1431,1,32,1.00E+05,1987,1.85,471,0
400,144,258,6000,167007184,470501,9125,1,2301,1.50E+08,2006,2.35,0,1
100,126,226,12000,34098563,27191,13406,1,232,5.50E+07,1999,2.35,0,0
123,119,0,22000,76270454,219008,22767,1,418,2.50E+07,1987,2.35,0,1
65,116,380,18000,58918501,40126,33233,1,107,4.60E+07,1996,1.85,975,0
156,133,278,5000,24343673,91860,5405,0,524,4.50E+07,2007,2.35,14000,1
285,139,13000,13000,70269171,162130,15111,0,962,2.40E+07,2006,1.85,0,1
298,125,487,430,26616999,92461,1300,3,347,4.00E+07,2013,2.35,43000,0
377,101,66,975,189412677,272534,4451,1,345,1.65E+08,2012,2.35,40000,1
217,125,729,442,65010106,107557,1556,1,612,3.00E+07,2002,1.85,0,1
439,130,3000,10000,3029870,128729,15835,1,551,7400000,2011,2.35,50000,1
77,127,109,2000,217631306,154199,3100,0,252,2.20E+07,1990,1.85,0,0
252,93,165,26000,29113588,117999,27834,0,181,4.00E+07,2011,2.35,16000,0
252,89,14,902,3325638,52509,1980,3,84,2500000,2012,2.35,13000,1
109,112,11000,11000,4839383,21613,12766,0,148,1.60E+07,2002,1.85,762,0
45,114,73,695,15100000,22797,3444,1,96,1.50E+07,1984,2.35,0,0
234,107,0,13000,293501675,704766,17540,0,2073,4.00E+07,1999,1.85,14000,1
11,106,15,2,1111,771,2,0,10,2.00E+05,2006,1.66,246,1
136,110,94,277,75604320,68417,847,1,195,5.40E+07,2006,1.85,0,0
287,96,83,12000,51774002,87745,16121,1,331,5.70E+07,2011,2.35,18000,0
500,132,905,34000,146405371,518537,50983,3,698,1.60E+08,2011,2.35,54000,1
147,113,0,13000,12006514,114070,15765,5,500,250000,1997,1.85,0,1
491,134,521,15000,107100855,323353,16281,0,527,5.50E+07,2013,2.35,65000,1
222,111,295,3000,14337579,156929,4696,1,624,2.70E+07,1998,2.35,14000,1
118,116,453,24000,3335839,54657,50313,2,222,2.00E+06,2005,1.85,0,0
79,95,3,905,108662,26849,3185,0,107,8.00E+06,2008,2.35,3000,0
230,120,115,10000,1984743,20616,11019,3,70,1.60E+07,2013,2.35,0,0
52,89,0,555,13235267,12339,1752,2,32,6.00E+06,2007,1.85,256,0
49,91,6,8000,8080116,6562,10732,0,66,1.50E+07,2006,1.85,647,0
51,98,681,94,3799339,8000,139,1,138,250000,2002,1.85,661,1
510,124,394,11000,176636816,508818,19761,0,679,1.40E+08,2011,2.35,46000,0
166,113,0,4000,109176215,83506,8172,6,144,6.00E+07,2009,1.85,0,0
9,106,23,1000,17382982,5975,2840,0,33,5.00E+06,2014,1.85,0,0
157,129,21000,495,48265581,261069,1397,1,506,5.00E+07,1997,2.35,25000,1
63,107,0,29000,18636537,69197,29743,0,216,3.20E+07,1995,1.85,0,0
358,119,845,18000,98895417,203154,31782,3,698,7.00E+07,2013,2.35,45000,0
101,118,3,1000,34703228,21767,3797,0,127,3.00E+07,2006,1.85,0,0
60,114,0,10000,25600000,57363,12097,0,308,1.00E+07,1983,2.35,10000,1
73,89,18,658,66734992,23476,1233,0,181,6.00E+07,2003,2.35,858,0
52,106,167,966,65182182,15310,4830,8,38,2.40E+07,2014,2.35,3000,0
143,112,0,874,6197866,63733,1351,0,414,1.00E+07,1999,2.35,0,1
23,95,0,442,20047715,8008,616,1,26,25530000,1996,2.35,504,0
34,133,10,690,9910,13543,774,15,94,2.50E+07,2004,1.85,0,1
136,99,23,1000,4681503,29058,2478,1,238,9.00E+06,2002,2.35,838,0
233,95,96,24000,148337537,172754,46120,3,187,1.30E+08,2010,2.35,13000,1
132,101,17,35000,34017854,51326,36892,4,116,8500000,2015,2.35,8000,0
215,105,29,24000,71347010,166194,28928,2,215,4.00E+07,2009,1.85,0,1
282,125,0,11000,460935665,911097,13485,1,1470,1.10E+07,1977,2.35,33000,1
77,111,0,1000,2869369,65474,2612,2,211,3.00E+07,1994,1.85,0,1
129,92,26,1000,4881867,15200,3767,1,76,9.00E+06,2008,1.85,1000,0
130,100,70,473,9353573,56451,1100,0,524,4.50E+07,2009,2.35,0,0
51,95,213,225,94900000,35172,791,0,128,4.00E+06,1983,1.85,0,0
270,97,387,6000,7574066,30325,6322,2,96,1.00E+07,2014,1.85,0,0
172,103,67,383,142614158,66593,692,3,153,1.10E+08,2011,1.78,31000,0
179,108,189,49000,250863268,234480,55486,2,444,1.10E+08,2006,1.85,3000,0
173,101,136,833,67266300,195255,3400,1,170,2.80E+07,2008,1.85,0,0
137,97,350,460,8111360,34848,1334,1,203,1.00E+07,2002,1.85,0,1
220,92,14,386,17508670,64625,646,0,281,1.50E+07,2006,1.85,0,1
71,149,541,18000,108706165,99558,31349,3,236,4.00E+07,1996,2.35,0,1
143,111,906,1000,92001027,97838,6315,2,286,4.50E+07,1996,2.35,3000,1
400,144,258,6000,167007184,470483,9125,1,2301,1.50E+08,2006,2.35,0,1
216,106,452,20000,15785632,32507,21195,3,119,2.30E+07,2016,2.35,15000,1
31,77,3,787,7382993,3851,2185,0,114,2.00E+07,2006,1.85,346,0
175,106,487,685,12339633,220591,1942,2,641,3.60E+07,1997,2.35,17000,1
323,119,0,29000,22877808,152591,53895,0,414,3.50E+07,2008,2.35,0,1
93,108,0,14000,3049135,50197,14574,2,265,5.00E+06,1994,2.35,0,1
91,104,10,715,1056102,18792,1315,0,153,5.00E+06,2003,1.85,1000,0
134,180,869,692,51600000,270790,3076,0,549,1.80E+07,1984,2.35,16000,1
233,122,301,1000,75072454,96569,2759,0,522,2.00E+07,2005,2.35,0,0
21,91,150,979,2104000,1595,1679,3,19,1.30E+07,1996,1.85,69,0
73,141,11,56,6173485,10672,105,0,84,7.00E+06,2001,2.35,802,1
163,114,19,1000,28772222,33958,3962,1,163,1.05E+08,2015,2.35,37000,0
172,92,0,17000,31397498,44130,18765,1,156,1.20E+07,2008,2.35,0,0
114,105,61,5000,93815117,68417,7184,2,242,5.50E+07,2002,2.35,0,0
584,139,0,11000,13303319,136367,13021,0,975,3.20E+07,2011,1.85,39000,0
436,106,0,13000,75638743,180479,13634,4,411,6.00E+07,2011,1.85,42000,0
35,97,18,834,4131640,5463,4091,2,20,7500000,2008,1.85,140,0
81,110,8,1000,16295774,33669,3000,1,269,3.50E+07,1986,1.85,0,0
285,143,0,11000,34300771,243799,11248,3,908,2.50E+07,2006,1.85,0,1
21,107,24,277,8000000,3167,731,0,90,3768785,1950,1.37,456,0
147,82,87,1000,6842058,36029,3818,0,99,1.00E+07,2012,2.35,14000,0
663,93,188,2000,12784397,70336,2658,0,269,1800000,2012,1.85,31000,1
220,95,53,8000,6851969,105591,10040,1,178,2500000,2013,2.35,10000,1
82,116,70,1000,24397469,5161,5804,7,48,1.70E+07,2012,2.35,0,0
116,120,0,26000,3650677,414976,28294,1,523,960000,1998,1.85,21000,1
50,107,607,2000,9795017,9227,5461,0,70,5.00E+07,1995,1.85,422,0
292,132,845,18000,101530738,229574,37605,0,436,5.50E+07,2014,2.35,56000,1
14,108,208,876,24103594,6384,4840,0,54,6500000,1993,1.85,391,0
184,110,45,886,70001065,191437,3174,1,582,4.50E+07,1998,2.35,0,1
67,84,64,2000,11860839,5156,4617,0,21,9.00E+06,2011,1.85,0,0
18,106,44,865,25047631,6585,2724,0,50,6.00E+06,1999,1.85,990,0
220,119,0,908,33386128,36372,3226,0,491,1.50E+07,2009,1.85,3000,0
116,80,12,13000,75367693,58961,13430,0,232,3.50E+07,2004,1.85,795,0
114,115,73,11000,41543207,30077,15571,1,175,4.20E+07,2002,2.35,893,0
90,103,45,489,668171,8215,949,0,132,6.00E+07,2005,2.35,445,0
176,118,87,2000,85911262,24735,4796,6,213,6.50E+07,2014,2.39,16000,0
246,99,1000,605,13464388,395921,1686,6,859,4.00E+06,2004,2.35,19000,1
97,88,96,24000,6373693,11498,25637,1,53,1.50E+07,2009,1.85,0,0
118,118,41,18000,44737059,48322,24024,1,261,5.00E+07,2000,1.85,0,0
521,130,198,10000,208543795,317542,14363,0,620,1.70E+08,2014,1.85,45000,1
192,92,406,24000,10814185,37530,41867,6,106,8.00E+06,2009,1.85,0,0
421,101,0,33000,40962534,188652,57077,1,288,12500000,2011,2.35,22000,1
124,96,25,891,56684819,103787,1919,0,615,8.00E+07,2002,2.35,3000,0
65,114,0,970,60033780,18973,2860,1,162,3.00E+07,1998,1.85,0,0
589,119,0,23000,66468315,428916,37387,0,667,3.00E+07,2012,2.35,75000,1
108,101,0,8000,2506446,8662,11327,0,172,2.00E+06,2002,1.85,134,0
45,99,28,18000,4600000,11763,19649,2,111,1900000,1986,1.85,0,1
115,116,13,203,1050445,21394,773,0,147,2.20E+07,2005,2.35,11000,1
223,120,365,887,76600000,105446,3876,0,321,10700000,1982,2.35,11000,1
78,101,287,745,29500000,25613,1954,0,121,1.00E+07,1983,1.85,0,0
71,103,44,953,20246959,5721,3299,2,20,1.40E+07,2010,2.35,1000,0
109,95,0,227,1060591,9750,231,0,66,1300000,2007,1.85,0,1
421,118,412,805,14677654,161288,2499,0,351,1.30E+07,2015,2.35,72000,1
283,104,109,480,16168741,99430,517,1,182,8.00E+06,2013,1.85,43000,1
143,97,131,507,469947,19846,654,0,68,120000,2011,1.85,0,1
517,117,235,2000,180191634,313866,5730,6,549,1.30E+08,2015,1.85,61000,1
61,132,503,45000,30306268,62981,58528,0,84,5.00E+07,1995,1.85,0,0
97,110,342,623,10200000,18697,1722,0,263,1.00E+07,1997,1.85,578,1
134,106,58,23000,382946,43965,44969,0,99,7.00E+06,2010,2.35,19000,1
140,100,126,19000,47000485,72867,25206,2,120,7.50E+07,2010,2.35,0,0
432,95,38,409,13401683,203458,578,0,588,3.50E+07,2012,2.35,46000,1
33,91,0,636,21370057,9903,1852,0,80,1.20E+07,1992,1.85,541,0
750,143,0,883,304360277,522048,2039,0,1498,2.00E+08,2012,2.35,80000,1
229,145,252,879,57010853,119286,2380,1,548,8.50E+07,2005,2.35,0,1
195,104,25,638,4231500,30479,822,2,162,1.00E+06,2013,2.35,16000,1
132,124,133,14000,7060876,44795,14726,1,314,13500000,2000,1.85,0,1
354,123,0,786,7098492,151812,2501,2,264,5.00E+05,2011,1.85,48000,1
295,122,446,23000,53574088,237872,33548,1,560,5.50E+07,2007,2.35,0,1
298,146,2000,15000,133375846,207839,16948,2,435,1.50E+08,2009,2.35,0,0
198,154,333,22000,95632614,118483,61110,3,674,7.90E+07,2003,2.35,0,1
60,107,71,967,80000000,51459,1962,0,113,8200000,1984,1.85,0,0
441,96,0,10000,31493782,186606,12754,1,1125,3.20E+07,2005,1.85,0,1
490,143,1000,29000,144812796,362912,29770,4,753,1.05E+08,2013,2.35,115000,1
12,94,0,901,19281235,3571,2523,0,11,5.00E+06,1991,1.85,232,0
180,95,83,18000,20488579,113483,29926,1,245,5.00E+07,2009,1.85,0,0
59,125,0,443,65012000,43559,1439,1,137,7.00E+07,1994,1.85,0,0
315,111,124,13000,90356857,238916,24928,4,328,5.80E+07,2010,2.35,32000,1
114,113,101,22000,241688385,144053,26239,0,395,9.20E+07,1996,2.35,0,0
452,98,129,303,66359959,184641,337,0,326,3.50E+07,2013,2.35,81000,0
230,142,0,22000,9929000,152306,29475,0,513,1.50E+07,1985,1.85,16000,1
159,116,153,275,22201636,33567,727,1,206,8.00E+06,2005,1.85,0,1
83,121,319,1000,40158000,63931,1051,1,241,7.00E+06,1993,1.85,0,1
47,101,0,854,38590500,17997,1860,1,140,5.00E+07,1994,2.35,812,0
104,97,32,14000,8378141,18966,16502,5,141,1.50E+07,2002,2.35,0,0
196,93,66,1000,21197315,49948,1410,0,211,5.00E+06,2014,1.85,14000,0
140,109,80,545,106807667,137377,1574,1,370,4.50E+07,2000,1.85,0,0
57,125,0,49000,219200000,181380,52201,5,223,2.50E+07,1993,2.35,0,0
163,104,30,769,4046737,67949,2251,1,390,4.00E+06,2002,1.85,15000,1
21,117,71,723,70100000,20183,3841,1,41,4.00E+07,1992,1.85,0,0
111,107,5,893,28014536,73347,2044,1,296,1.50E+07,1997,1.85,0,1
132,178,0,906,75600000,736638,1976,1,1065,7.20E+07,1995,2.35,17000,1
183,122,210,845,871577,51353,2614,1,143,4500000,2007,2.35,13000,1
141,124,159,288,30012990,75973,1006,1,409,2.50E+07,1998,1.85,0,1
36,114,61,20000,18653615,14786,22040,2,103,2.30E+07,1999,2.35,638,0
115,139,179,267,4584886,19114,538,0,115,4.50E+07,2007,2.35,0,0
152,90,0,4000,4859475,116910,7103,0,520,6.00E+06,1999,1.85,0,1
160,95,43,3000,56729973,88529,5286,0,262,10800000,2008,1.85,0,0
488,158,0,20000,148775460,243834,46204,1,845,6.10E+07,2012,1.85,144000,1
1,110,0,2,3000000,5,4,1,1,1.00E+05,1920,1.33,0,0
198,92,394,693,181166115,219501,2574,0,1236,9.30E+07,2001,1.85,0,0
181,131,719,16000,20302961,49874,18913,0,450,4.50E+07,1995,2.35,0,0
192,129,719,660,54700065,221521,2031,0,1049,1.05E+08,1997,1.85,0,1
67,155,58,25000,165500000,145257,38518,0,322,4.80E+07,1991,1.85,0,0
189,114,611,879,6565495,36455,949,2,229,4.50E+07,2006,2.35,0,0
93,119,0,627,37486138,30890,2052,1,106,5.00E+07,2004,1.85,718,0
206,90,52,34000,3388210,46813,34983,1,150,250000,2011,1.78,12000,0
97,108,72,982,127214072,83786,4251,1,392,3.80E+07,2002,2.35,0,0
179,102,221,12000,162001186,181443,28497,4,311,8.00E+07,2010,1.85,12000,0
55,128,272,2000,83000000,36587,3888,0,95,5.50E+07,1994,2.35,0,0
281,146,14000,3000,78616689,238747,6217,0,2153,1.00E+08,2001,1.85,11000,1
283,133,219,15000,727883,580999,17040,1,2110,4500000,2001,2.35,33000,1
248,96,24,235,53884821,51204,799,0,247,5.00E+06,2012,1.85,26000,0
53,103,460,991,5132222,14112,2990,1,83,2.00E+06,1994,1.85,619,1
135,108,99,672,40048332,61417,1460,1,339,8.50E+07,2002,1.85,941,0
129,132,24,967,40270895,121937,3152,0,431,2.20E+07,2001,1.85,15000,1
162,90,663,14000,23159305,128455,16358,1,514,7.00E+07,1999,2.35,0,1
56,98,10,10000,16115878,24438,13433,0,194,8.00E+06,1995,2.35,0,0
80,72,2,1000,48423368,13324,3402,1,79,2.00E+07,2002,1.66,302,0
89,117,0,855,72455275,113068,2144,1,382,4.00E+07,1992,2.35,0,1
258,102,20,107,18600911,125198,362,6,153,4.20E+07,2012,2.35,11000,0
149,133,869,888,112000000,680041,2176,0,760,4400000,1975,1.85,32000,1
233,131,323,25000,81350242,592582,40585,0,722,2.80E+07,1988,2.35,25000,1
151,90,68,328,32553210,88714,794,0,235,2.50E+07,2007,1.85,0,0
344,106,255,14000,163192114,229687,18003,0,637,1.25E+08,2010,2.35,15000,0
78,120,2,809,634277,5166,1651,1,27,1.60E+07,2007,2.35,815,1
396,144,0,34000,154985087,148379,49684,6,622,1.78E+08,2016,2.35,54000,1
315,194,0,29000,658672302,793059,45223,0,2528,2.00E+08,1997,2.35,26000,1
242,122,0,326,33201661,534262,809,0,1314,7.70E+07,2001,2.35,39000,1
164,110,82,387,51100000,139432,1198,2,418,3.00E+06,1964,1.37,0,1
401,110,454,2000,14989761,185845,4757,7,284,1.50E+07,2012,2.35,52000,1
180,115,64,2000,143151473,116681,4811,0,320,6.00E+07,2008,2.35,11000,1
129,104,42,839,82389560,106820,3627,1,147,1.70E+07,2014,1.85,14000,0
167,153,0,13000,201573391,322395,26029,0,1171,1.40E+08,1998,2.35,11000,0
181,101,8,544,27758465,77987,1292,2,120,1.90E+07,2010,2.35,0,0
38,100,19,706,860002,6454,1579,0,43,1.20E+07,2005,1.85,0,1
143,110,675,16000,6525762,44339,19928,2,425,4.00E+06,2002,1.85,0,0
108,111,0,11000,108244774,94049,13645,2,301,3.70E+07,2001,1.85,0,0
230,111,0,796,13034417,55665,2633,1,118,1.50E+07,2009,2.35,10000,0
351,97,89,920,150056505,216581,2771,3,397,1.80E+07,2014,2.35,21000,0
308,91,22,7000,336029560,142403,13616,0,275,7.40E+07,2015,1.85,70000,0
123,116,503,23000,19480739,53057,43887,0,457,8.00E+07,2003,2.35,0,0
177,106,16,452,22331028,57349,1819,0,177,1.20E+07,2015,2.35,0,0
155,117,89,12000,24362501,69980,13576,1,591,21500000,1999,2.35,0,1
103,100,0,12000,85570368,44885,18291,1,107,3.80E+07,2002,1.85,478,0
109,101,43,5000,34604054,34942,6867,2,185,3.00E+07,2003,2.35,1000,0
145,99,5,2000,60269340,34079,6930,2,97,3.00E+07,2008,1.85,0,0
267,138,0,820,132122995,212106,1814,0,1445,1.37E+08,2003,1.85,0,0
51,93,0,966,900926,9517,3307,2,46,1.00E+07,2007,1.85,319,0
275,138,0,234,281492479,421818,534,0,2789,1.50E+08,2003,2.35,0,1
173,126,0,14000,63540020,343274,39319,2,742,9.30E+07,1997,2.35,18000,1
238,112,29,12000,42919096,64747,15800,1,122,1.50E+07,2013,2.35,12000,0
158,99,342,1000,2344847,18561,2158,0,119,7.00E+06,2008,2.35,0,0
364,102,139,8000,17738570,351274,13631,2,457,1.30E+07,2012,1.85,131000,1
226,96,460,14000,3074838,56264,14372,2,166,1.10E+07,2009,1.85,0,0
63,119,0,10000,65807024,172405,11013,0,203,1.90E+07,1995,1.85,0,0
206,130,0,13000,30651422,181737,16693,8,1015,1.00E+07,1999,2.35,10000,1
45,80,0,971,39399750,5674,3017,0,35,2.50E+07,2003,2.35,329,0
323,106,450,14000,20803237,110616,18645,1,291,3500000,2010,1.85,16000,1
20,119,23,25000,21413105,15230,45841,1,97,2.00E+07,1990,2.35,0,0
122,82,23,11,49968653,85423,37,0,374,2.80E+07,2001,1.85,12000,0
119,130,99,11000,183875760,213668,13357,1,270,4.40E+07,1993,1.85,0,1
172,133,2000,40000,18653746,137722,42344,1,638,3.80E+07,1999,2.35,0,0
301,100,475,1000,380838870,692482,5641,0,866,9.40E+07,2003,1.85,11000,1
398,158,0,272,40218903,372990,533,0,1107,2.50E+07,2007,2.35,16000,1
106,106,208,3000,11146409,26551,6558,0,273,4.50E+07,1998,2.35,0,0
190,99,81,327,25117498,37412,960,0,178,4.00E+07,2007,2.35,0,0
123,111,81,12000,31968347,93894,14823,0,286,3600000,1995,1.66,0,1
