age,workclass,educ_level,marital_status,occupation,relationship,race,gender,hours_per_wk,us_native,over_50k
49,Private,12,Separated,Adm-clerical,Not-in-family,White,Female,40,Yes,No
56,Private,3,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,Yes,No
66,Self-emp-not-inc,13,Married-civ-spouse,Sales,Husband,White,Male,20,Yes,No
50,Self-emp-not-inc,14,Married-civ-spouse,Sales,Husband,White,Male,45,Yes,Yes
40,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Yes,No
35,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,Yes,No
35,Self-emp-inc,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,50,Yes,No
48,Private,6,Married-civ-spouse,Transport-moving,Husband,White,Male,70,Yes,No
39,Unknown,1,Widowed,,Not-in-family,White,Female,20,No,No
38,State-gov,10,Divorced,Prof-specialty,Own-child,Asian-Pac-Islander,Female,40,Yes,No
33,Private,7,Never-married,Craft-repair,Own-child,White,Male,40,Yes,No
48,Private,9,Divorced,Craft-repair,Not-in-family,White,Male,40,Yes,No
64,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,Yes,Yes
36,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Yes,No
49,Self-emp-inc,9,Married-civ-spouse,Sales,Husband,White,Male,50,Yes,Yes
33,Private,10,Widowed,Adm-clerical,Unmarried,White,Female,40,Yes,No
17,Private,7,Never-married,Adm-clerical,Own-child,White,Male,7,Yes,No
48,Private,14,Divorced,Prof-specialty,Not-in-family,White,Male,25,Yes,No
62,State-gov,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,38,Yes,No
61,Self-emp-not-inc,10,Divorced,Exec-managerial,Not-in-family,White,Male,50,Yes,Yes
29,Private,9,Divorced,Handlers-cleaners,Own-child,White,Male,50,Yes,No
30,Private,11,Never-married,Exec-managerial,Own-child,White,Male,36,Yes,No
34,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,Yes,Yes
35,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Yes,No
23,Private,3,Married-civ-spouse,Other-service,Husband,White,Male,35,No,No
38,Local-gov,12,Married-civ-spouse,Protective-serv,Husband,White,Male,56,Yes,Yes
68,Unknown,4,Married-civ-spouse,,Husband,White,Male,60,Yes,No
25,Private,13,Never-married,Adm-clerical,Not-in-family,White,Male,30,Yes,No
31,Federal-gov,12,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Yes,No
61,Private,9,Divorced,Sales,Unmarried,White,Female,25,Yes,No
61,Private,3,Divorced,Transport-moving,Not-in-family,White,Male,56,Yes,No
30,Private,9,Never-married,Farming-fishing,Own-child,Black,Male,60,Yes,No
47,State-gov,9,Divorced,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,40,Yes,No
50,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,Yes,Yes
36,Private,13,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,40,Yes,No
32,Private,9,Divorced,Adm-clerical,Not-in-family,White,Female,38,Yes,Yes
37,Private,9,Divorced,Farming-fishing,Own-child,White,Male,60,Yes,No
28,Private,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Yes,No
64,Private,7,Married-civ-spouse,Craft-repair,Husband,White,Male,48,Yes,No
26,Private,3,Never-married,Transport-moving,Not-in-family,White,Male,40,No,No
19,Private,6,Never-married,Handlers-cleaners,Own-child,White,Male,35,Yes,No
33,Self-emp-not-inc,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Yes,Yes
37,Private,13,Married-civ-spouse,Sales,Husband,White,Male,50,Yes,No
22,Private,9,Never-married,Tech-support,Not-in-family,White,Female,40,Yes,No
51,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,Yes,Yes
18,Self-emp-inc,6,Never-married,Other-service,Own-child,White,Male,16,Yes,No
28,Private,13,Married-civ-spouse,Sales,Husband,White,Male,40,Yes,No
70,Private,13,Widowed,Sales,Not-in-family,White,Male,30,Yes,No
23,Private,13,Never-married,Exec-managerial,Own-child,White,Male,40,Yes,No
54,Private,10,Widowed,Sales,Unmarried,White,Female,20,Yes,No
47,Private,10,Divorced,Exec-managerial,Not-in-family,White,Male,60,Yes,No
39,Private,12,Married-civ-spouse,Craft-repair,Husband,White,Male,60,Yes,Yes
31,Private,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,35,Yes,No
44,Private,9,Divorced,Sales,Own-child,White,Male,38,Yes,No
38,Private,11,Married-civ-spouse,Sales,Husband,White,Male,40,Yes,No
44,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,Yes,Yes
54,State-gov,13,Never-married,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,40,Yes,Yes
59,Self-emp-inc,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,80,Yes,Yes
43,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,49,Yes,Yes
54,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,Yes,No
19,Private,9,Never-married,Sales,Own-child,White,Female,30,Yes,No
58,Private,10,Widowed,Other-service,Not-in-family,Black,Female,40,Yes,No
35,Private,12,Married-civ-spouse,Tech-support,Husband,White,Male,40,Yes,Yes
44,Self-emp-inc,9,Married-civ-spouse,Transport-moving,Husband,White,Male,60,,No
53,Private,9,Widowed,Sales,Not-in-family,White,Female,35,Yes,No
21,Self-emp-not-inc,9,Never-married,Farming-fishing,Own-child,Asian-Pac-Islander,Male,35,Yes,No
31,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,Yes,Yes
48,Private,7,Married-civ-spouse,Other-service,Wife,White,Female,40,Yes,No
52,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,60,Yes,Yes
50,Local-gov,10,Married-civ-spouse,Protective-serv,Husband,White,Male,48,Yes,No
21,State-gov,10,Never-married,Adm-clerical,Own-child,White,Female,12,Yes,No
42,Self-emp-not-inc,13,Married-civ-spouse,Sales,Husband,White,Male,40,Yes,Yes
35,Private,11,Married-spouse-absent,Machine-op-inspct,Not-in-family,Black,Male,40,Yes,No
26,Private,13,Never-married,Sales,Not-in-family,White,Male,40,Yes,No
43,Private,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,Yes,No
44,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,35,Yes,Yes
29,Unknown,9,Never-married,,Not-in-family,White,Male,40,Yes,No
21,Private,10,Never-married,Prof-specialty,Not-in-family,White,Female,40,Yes,No
22,Private,9,Never-married,Exec-managerial,Not-in-family,White,Male,40,No,No
37,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,45,Yes,No
29,Private,14,Never-married,Sales,Not-in-family,White,Male,50,Yes,Yes
38,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,37,Yes,Yes
45,Private,10,Married-civ-spouse,Sales,Husband,White,Male,60,Yes,Yes
18,Private,7,Never-married,Sales,Own-child,White,Female,15,Yes,No
29,Unknown,9,Married-civ-spouse,,Husband,White,Male,40,No,No
32,Private,9,Never-married,Craft-repair,Unmarried,White,Male,40,Yes,No
19,Private,10,Never-married,Machine-op-inspct,Own-child,White,Female,20,Yes,No
52,Self-emp-not-inc,13,Married-civ-spouse,Sales,Husband,White,Male,40,Yes,Yes
34,Local-gov,13,Never-married,Other-service,Not-in-family,White,Male,14,Yes,No
46,Private,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,Yes,No
36,Private,9,Divorced,Sales,Not-in-family,White,Male,50,Yes,No
54,Unknown,10,Married-civ-spouse,,Husband,White,Male,50,Yes,No
43,Private,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,60,Yes,No
32,Private,13,Married-civ-spouse,Craft-repair,Wife,White,Female,40,Yes,Yes
32,Private,7,Never-married,Priv-house-serv,Unmarried,Black,Female,40,Yes,No
22,Private,10,Never-married,Other-service,Own-child,White,Male,15,Yes,No
36,Unknown,9,Separated,,Not-in-family,White,Female,30,Yes,No
61,Private,5,Divorced,Other-service,Not-in-family,White,Male,40,Yes,No
34,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,No,Yes
23,Unknown,10,Separated,,Not-in-family,White,Female,40,Yes,No
32,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,Yes,Yes
46,Private,7,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,Yes,No
39,Private,13,Never-married,Sales,Own-child,White,Male,40,No,No
20,Private,10,Never-married,Other-service,Own-child,White,Female,20,Yes,No
58,State-gov,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,35,Yes,Yes
29,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,52,No,Yes
31,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Yes,Yes
35,Private,9,Divorced,Other-service,Unmarried,White,Female,21,Yes,No
39,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Yes,No
35,Private,9,Married-civ-spouse,Sales,Husband,White,Male,44,Yes,No
42,Self-emp-not-inc,10,Never-married,Exec-managerial,Not-in-family,White,Male,40,Yes,No
39,Private,10,Divorced,Craft-repair,Unmarried,White,Male,40,Yes,No
29,Private,9,Divorced,Sales,Not-in-family,White,Male,45,Yes,No
55,Private,3,Married-civ-spouse,Craft-repair,Husband,White,Male,50,Yes,No
44,Private,13,Never-married,Adm-clerical,Unmarried,Black,Female,40,Yes,No
30,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,Yes,No
37,Private,14,Divorced,Exec-managerial,Unmarried,White,Female,45,Yes,No
22,Private,3,Never-married,Farming-fishing,Other-relative,White,Male,40,No,No
35,Private,11,Never-married,Adm-clerical,Not-in-family,Black,Female,40,Yes,No
40,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,44,Yes,Yes
43,Private,9,Separated,Adm-clerical,Unmarried,Black,Female,40,Yes,No
38,Private,7,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Yes,No
50,Self-emp-not-inc,9,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,60,No,No
49,Private,13,Married-spouse-absent,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Male,40,No,No
22,Private,9,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,40,Yes,No
30,Private,13,Never-married,Adm-clerical,Not-in-family,White,Male,50,Yes,No
24,Private,1,Never-married,Adm-clerical,Not-in-family,White,Male,40,No,No
41,Private,13,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,60,Yes,Yes
52,Local-gov,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,No,Yes
76,Unknown,9,Divorced,,Not-in-family,White,Female,3,Yes,No
34,Private,9,Never-married,Adm-clerical,Not-in-family,White,Female,40,Yes,No
50,Private,10,Married-civ-spouse,Tech-support,Husband,White,Male,60,Yes,Yes
20,Private,9,Never-married,Handlers-cleaners,Own-child,White,Female,20,Yes,No
39,Private,10,Separated,Adm-clerical,Unmarried,Black,Female,40,Yes,No
18,Private,10,Never-married,Other-service,Own-child,White,Female,20,Yes,No
31,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,43,Yes,Yes
50,Self-emp-inc,13,Widowed,Sales,Unmarried,White,Male,65,Yes,Yes
40,Local-gov,13,Never-married,Prof-specialty,Not-in-family,White,Male,50,Yes,Yes
36,Unknown,9,Married-civ-spouse,,Husband,White,Male,40,Yes,Yes
28,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,40,Yes,No
58,Local-gov,14,Never-married,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,40,Yes,No
31,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,40,Yes,No
61,Private,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,20,Yes,No
85,Self-emp-not-inc,9,Widowed,Sales,Not-in-family,White,Female,50,Yes,No
26,Private,9,Never-married,Craft-repair,Own-child,White,Male,50,Yes,No
36,Private,12,Married-civ-spouse,Sales,Wife,White,Female,40,Yes,No
23,Private,9,Never-married,Adm-clerical,Unmarried,White,Female,45,Yes,No
41,Self-emp-not-inc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,40,No,No
44,Private,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,No,No
27,Unknown,12,Never-married,,Not-in-family,White,Female,45,Yes,No
29,Private,10,Never-married,Prof-specialty,Other-relative,White,Female,40,Yes,No
17,Private,7,Never-married,Transport-moving,Not-in-family,White,Male,40,Yes,No
36,Private,10,Divorced,Adm-clerical,Unmarried,White,Female,40,Yes,No
56,Local-gov,16,Divorced,Prof-specialty,Not-in-family,White,Female,38,Yes,No
25,Private,10,Never-married,Craft-repair,Not-in-family,White,Male,40,Yes,No
61,Private,5,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Yes,No
31,Private,13,Married-civ-spouse,Sales,Husband,White,Male,65,Yes,No
35,Federal-gov,9,Never-married,Adm-clerical,Unmarried,White,Female,40,Yes,No
55,Unknown,9,Married-spouse-absent,,Unmarried,Black,Female,40,Yes,No
54,Self-emp-inc,9,Divorced,Other-service,Not-in-family,White,Male,40,No,No
51,Unknown,10,Divorced,,Unmarried,White,Female,40,Yes,No
36,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,50,Yes,No
24,Private,13,Married-civ-spouse,Sales,Husband,White,Male,40,Yes,No
40,Private,13,Married-civ-spouse,Protective-serv,Husband,Black,Male,40,Yes,Yes
32,Private,10,Divorced,Sales,Unmarried,White,Female,40,Yes,No
24,Private,12,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,Yes,Yes
41,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,Yes,No
24,State-gov,14,Never-married,Adm-clerical,Not-in-family,Black,Female,40,Yes,No
39,Self-emp-inc,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,65,Yes,No
48,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Yes,No
35,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,Yes,Yes
40,Private,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,No,Yes
30,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,Yes,Yes
50,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,Yes,Yes
25,Private,10,Never-married,Adm-clerical,Not-in-family,White,Female,40,Yes,No
20,Private,10,Never-married,Other-service,Not-in-family,White,Male,45,Yes,No
45,Private,10,Never-married,Sales,Not-in-family,Black,Male,40,Yes,No
25,Local-gov,13,Never-married,Adm-clerical,Own-child,Black,Female,40,Yes,No
35,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,45,Yes,Yes
45,Private,9,Divorced,Craft-repair,Own-child,White,Female,40,Yes,No
32,Private,10,Married-civ-spouse,Sales,Husband,White,Male,40,Yes,No
55,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,72,Yes,Yes
33,Private,13,Never-married,Craft-repair,Own-child,White,Male,20,Yes,No
26,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,50,Yes,Yes
43,Private,9,Widowed,Machine-op-inspct,Unmarried,White,Female,60,Yes,No
29,Private,10,Separated,Adm-clerical,Not-in-family,White,Male,40,Yes,No
44,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Yes,No
22,Private,6,Never-married,Sales,Unmarried,Black,Female,40,Yes,No
21,Private,9,Never-married,Adm-clerical,Own-child,White,Female,40,Yes,No
41,Private,9,Divorced,Machine-op-inspct,Unmarried,White,Male,40,Yes,No
47,Federal-gov,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,45,Yes,Yes
42,Private,9,Never-married,Exec-managerial,Not-in-family,Black,Male,55,Yes,No
50,Private,7,Never-married,Priv-house-serv,Unmarried,White,Female,40,Yes,No
49,Private,14,Married-civ-spouse,Protective-serv,Husband,White,Male,78,Yes,Yes
21,Private,12,Never-married,Adm-clerical,Own-child,White,Female,20,Yes,No
23,Private,9,Never-married,Other-service,Own-child,White,Male,35,Yes,No
63,Self-emp-not-inc,10,Married-civ-spouse,Sales,Husband,White,Male,60,Yes,Yes
38,Self-emp-not-inc,14,Never-married,Prof-specialty,Not-in-family,White,Female,48,Yes,No
27,Private,10,Never-married,Craft-repair,Not-in-family,White,Male,45,Yes,No
43,Private,13,Divorced,Sales,Not-in-family,White,Female,50,Yes,No
47,Private,9,Separated,Other-service,Not-in-family,White,Female,40,Yes,No
47,Federal-gov,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,Yes,Yes
23,Private,13,Never-married,Sales,Not-in-family,White,Female,40,Yes,No
47,Self-emp-not-inc,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,20,Yes,Yes
27,Private,10,Never-married,Other-service,Own-child,Black,Female,30,Yes,No
53,Private,10,Divorced,Adm-clerical,Not-in-family,White,Female,34,Yes,No
39,Unknown,10,Divorced,,Not-in-family,White,Male,65,No,No
30,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,45,Yes,No
67,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,75,Yes,Yes
32,Local-gov,10,Married-civ-spouse,Protective-serv,Wife,White,Female,40,No,Yes
30,Private,5,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,40,No,No
45,Private,14,Divorced,Prof-specialty,Not-in-family,White,Male,45,Yes,No
43,Private,6,Separated,Other-service,Not-in-family,Black,Female,40,Yes,No
56,Private,4,Widowed,Machine-op-inspct,Unmarried,Other,Female,40,No,No
25,Private,12,Never-married,Adm-clerical,Not-in-family,Black,Female,40,Yes,No
20,Private,6,Never-married,Craft-repair,Own-child,White,Male,40,Yes,No
45,State-gov,13,Separated,Prof-specialty,Not-in-family,White,Female,40,Yes,No
32,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,55,Yes,No
31,Self-emp-not-inc,9,Never-married,Other-service,Unmarried,White,Female,40,Yes,No
22,Private,10,Never-married,Protective-serv,Not-in-family,White,Male,40,Yes,No
25,Private,9,Never-married,Adm-clerical,Own-child,White,Female,40,Yes,No
22,Private,10,Never-married,Machine-op-inspct,Own-child,White,Female,30,Yes,No
25,Private,9,Never-married,Craft-repair,Own-child,White,Male,40,Yes,No
46,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,48,Yes,Yes
29,Private,13,Married-civ-spouse,Tech-support,Husband,White,Male,40,Yes,No
37,Unknown,9,Married-civ-spouse,,Husband,White,Male,55,Yes,No
36,Private,7,Never-married,Craft-repair,Not-in-family,Black,Female,40,Yes,No
19,Unknown,10,Never-married,,Own-child,White,Female,40,Yes,No
26,Local-gov,13,Never-married,Protective-serv,Not-in-family,White,Male,40,Yes,No
38,Federal-gov,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,42,Yes,Yes
35,Private,14,Never-married,Sales,Not-in-family,White,Female,40,Yes,No
29,Private,9,Never-married,Farming-fishing,Own-child,Black,Male,30,Yes,No
50,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,Yes,Yes
23,Private,3,Never-married,Craft-repair,Not-in-family,White,Male,40,No,No
31,Self-emp-not-inc,9,Divorced,Other-service,Not-in-family,White,Male,35,Yes,No
36,Private,9,Widowed,Handlers-cleaners,Unmarried,White,Female,30,Yes,No
33,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,No,Yes
26,Private,9,Never-married,Adm-clerical,Not-in-family,White,Female,45,Yes,No
17,Private,7,Never-married,Sales,Own-child,White,Female,20,Yes,No
43,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,60,Yes,Yes
41,Local-gov,10,Married-civ-spouse,Protective-serv,Husband,Black,Male,64,Yes,Yes
37,Local-gov,9,Married-civ-spouse,Other-service,Husband,White,Male,40,Yes,No
33,Self-emp-not-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,Yes,No
50,Unknown,14,Never-married,,Not-in-family,White,Male,40,Yes,No
58,Unknown,10,Married-civ-spouse,,Husband,Black,Male,30,Yes,No
34,Private,5,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Yes,No
52,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,Yes,Yes
59,Private,7,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Yes,No
48,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Yes,No
64,Unknown,4,Widowed,,Not-in-family,White,Female,4,Yes,No
52,Unknown,9,Divorced,,Not-in-family,White,Male,45,Yes,Yes
23,Unknown,10,Never-married,,Own-child,White,Female,23,No,No
50,Self-emp-not-inc,11,Never-married,Other-service,Not-in-family,White,Male,50,Yes,No
19,Self-emp-not-inc,9,Never-married,Tech-support,Own-child,White,Male,20,Yes,No
50,Federal-gov,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,Yes,Yes
34,Private,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,Yes,Yes
38,Private,9,Separated,Other-service,Unmarried,Black,Female,32,Yes,No
50,Self-emp-not-inc,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,23,Yes,No
30,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,Yes,No
61,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,Yes,Yes
52,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,Yes,Yes
21,Unknown,10,Never-married,,Own-child,White,Female,40,Yes,No
44,State-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,Yes,Yes
50,Private,9,Divorced,Exec-managerial,Unmarried,White,Female,38,Yes,No
27,Private,8,Never-married,Machine-op-inspct,Not-in-family,White,Male,45,Yes,No
76,Local-gov,10,Widowed,Adm-clerical,Not-in-family,White,Female,30,Yes,No
18,Private,9,Never-married,Handlers-cleaners,Own-child,White,Male,30,Yes,No
48,State-gov,11,Divorced,Prof-specialty,Unmarried,White,Female,56,Yes,Yes
51,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Yes,No
20,Private,10,Never-married,Other-service,Not-in-family,White,Female,12,Yes,No
35,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Yes,No
28,Federal-gov,6,Married-civ-spouse,Other-service,Wife,Amer-Indian-Eskimo,Female,40,Yes,No
31,Private,10,Divorced,Adm-clerical,Unmarried,White,Female,40,Yes,No
34,Private,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Yes,No
49,Private,2,Married-civ-spouse,Craft-repair,Husband,White,Male,40,No,No
22,Private,13,Never-married,Prof-specialty,Unmarried,White,Male,20,Yes,No
50,Local-gov,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,No,No
42,Private,13,Married-civ-spouse,Tech-support,Husband,White,Male,50,Yes,Yes
29,Self-emp-not-inc,7,Married-civ-spouse,Other-service,Wife,White,Female,5,Yes,No
25,Private,9,Never-married,Transport-moving,Not-in-family,White,Male,65,Yes,No
22,Unknown,10,Never-married,,Own-child,White,Female,20,Yes,No
20,Private,12,Never-married,Sales,Own-child,White,Female,20,Yes,No
62,Private,13,Never-married,Farming-fishing,Not-in-family,White,Male,30,Yes,No
41,Private,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,60,No,Yes
27,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,No,No
24,Private,9,Never-married,Adm-clerical,Other-relative,White,Male,40,Yes,No
34,Self-emp-not-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,30,Yes,No
39,State-gov,9,Married-civ-spouse,Protective-serv,Husband,White,Male,50,Yes,No
18,Private,10,Never-married,Handlers-cleaners,Own-child,White,Male,9,Yes,No
44,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Yes,No
37,State-gov,9,Married-civ-spouse,Protective-serv,Husband,White,Male,55,Yes,Yes
44,Local-gov,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Yes,No
67,Private,9,Widowed,Other-service,Not-in-family,White,Female,15,Yes,No
52,Private,14,Divorced,Prof-specialty,Own-child,White,Female,40,Yes,No
68,Private,7,Divorced,Transport-moving,Not-in-family,White,Male,70,Yes,No
17,Private,7,Never-married,Other-service,Own-child,White,Male,10,Yes,No
60,Private,11,Divorced,Prof-specialty,Unmarried,White,Female,40,Yes,No
49,Self-emp-inc,10,Divorced,Craft-repair,Not-in-family,White,Male,55,Yes,No
31,Private,10,Never-married,Other-service,Not-in-family,White,Male,30,Yes,No
29,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Yes,No
34,Private,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,No,Yes
33,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Yes,No
43,Private,4,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,40,Yes,No
53,Federal-gov,9,Married-civ-spouse,Transport-moving,Husband,White,Male,50,Yes,No
21,Private,10,Never-married,Sales,Own-child,White,Male,35,Yes,No
27,Self-emp-inc,14,Never-married,Transport-moving,Own-child,White,Male,40,Yes,No
34,Private,7,Married-civ-spouse,Transport-moving,Husband,White,Male,40,Yes,No
26,Federal-gov,10,Never-married,Craft-repair,Not-in-family,White,Male,40,Yes,No
54,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,Yes,Yes
80,Self-emp-not-inc,4,Never-married,Farming-fishing,Unmarried,White,Male,20,Yes,No
24,Private,9,Divorced,Protective-serv,Not-in-family,White,Male,40,Yes,No
55,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,Yes,No
50,Private,9,Married-civ-spouse,Tech-support,Husband,White,Male,40,Yes,Yes
54,Self-emp-not-inc,10,Divorced,Craft-repair,Not-in-family,White,Male,40,,No
29,Private,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,97,Yes,No
54,Private,9,Divorced,Other-service,Unmarried,White,Male,32,Yes,No
66,Private,6,Widowed,Transport-moving,Not-in-family,White,Female,11,Yes,No
74,State-gov,4,Widowed,Handlers-cleaners,Not-in-family,White,Female,20,Yes,No
48,Private,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,35,Yes,Yes
25,Private,9,Never-married,Sales,Own-child,Black,Male,24,Yes,No
26,Private,13,Never-married,Tech-support,Own-child,White,Female,35,Yes,No
24,Self-emp-not-inc,10,Never-married,Other-service,Not-in-family,White,Female,50,Yes,No
55,Private,10,Divorced,Sales,Not-in-family,White,Female,50,Yes,No
31,Private,9,Divorced,Transport-moving,Own-child,White,Male,40,Yes,No
69,Local-gov,9,Widowed,Adm-clerical,Not-in-family,Black,Female,20,Yes,No
30,State-gov,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,Yes,No
35,Local-gov,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,80,Yes,No
23,Private,2,Married-civ-spouse,Machine-op-inspct,Wife,Amer-Indian-Eskimo,Female,35,No,No
33,Self-emp-not-inc,13,Never-married,Transport-moving,Not-in-family,White,Male,40,,No
56,Private,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,48,Yes,No
35,Private,12,Never-married,Exec-managerial,Not-in-family,White,Female,60,Yes,No
68,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,Yes,Yes
32,Unknown,13,Divorced,,Not-in-family,White,Male,50,Yes,No
58,Private,10,Divorced,Adm-clerical,Unmarried,White,Female,46,Yes,No
49,Private,13,Never-married,Prof-specialty,Not-in-family,White,Female,40,Yes,No
28,Local-gov,10,Never-married,Adm-clerical,Own-child,White,Female,16,Yes,No
31,Private,13,Never-married,Sales,Not-in-family,White,Male,40,Yes,No
